x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
3.186928801086484242e+01, 7.005660362638931815e+01, 3.325667339342624018e+01, 2.614193374806107707e-04, 5.776038649000000173e-06, 2.000000000000000000e+01, 7.733722982000000741e-06, 2.800000000000000000e+01, 3.711465891999999896e-06, nan, 2.315917819000000084e-06, 2.100000000000000000e+01, 2.690669452000000069e-06, 2.900000000000000000e+01, 3.832527947673657174e-12, 4.262460668946581994e-12, 1.197243615819988910e-11, 9.519503081796425839e-12, 1.617855209805527936e-11, 2.935261278422946888e-11, 2.543238890644546788e-11, 1.947554424054012993e-12, 1.042025371916673270e-12, 1.404387864361666818e-13
3.262958661181892239e+01, 7.102533957720388003e+01, 4.676433294946500041e+01, 2.649208129207971697e-04, 8.980018355000000192e-06, 3.200000000000000000e+01, 1.200552629800000082e-05, 4.100000000000000000e+01, 4.878954530000000230e-06, nan, 5.795713109999999749e-06, 2.400000000000000000e+01, 7.629742405000000387e-06, 2.900000000000000000e+01, 9.153698313156095486e-12, 1.681872449672363152e-11, 1.013979989333451321e-11, 1.823245141148402019e-12, 5.078802516445465693e-11, 3.856177982985873896e-11, 1.914748467823824023e-11, 8.404462940036154736e-13, 7.566833933247016378e-12, 3.363663454918199232e-12
3.034812732782741307e+01, 6.805623122511846645e+01, 4.396006712661645111e+01, 6.739859995797619718e-05, 8.874374444000000155e-06, 3.000000000000000000e+01, 1.199573373000000036e-05, 3.800000000000000000e+01, 4.757041795999999936e-06, nan, 5.141637650000000027e-06, 1.400000000000000000e+01, 6.183750863999999621e-06, 1.500000000000000000e+01, 9.742883792298430655e-12, 1.695242813428669415e-11, 1.393332397328139911e-11, 7.239455249252019120e-12, 5.239866091535666676e-11, 4.697863307387137252e-11, 3.377914483467758519e-11, 1.479139709139893934e-13, 2.035498764713427532e-12, 1.085999950793408973e-12
3.412926332895266768e+01, 7.029639204502018401e+01, 4.439391701264536749e+01, 2.941249265630635707e-04, 9.269313824000000515e-06, 3.200000000000000000e+01, 1.243821745199999997e-05, 3.900000000000000000e+01, 4.731000517999999654e-06, nan, 7.638114874000000146e-06, 3.700000000000000000e+01, 1.055905456800000063e-05, 4.300000000000000000e+01, 1.004195020355155949e-11, 2.059628766341665904e-11, 2.660810014481103884e-12, 1.663431186733673900e-12, 5.940119286773635993e-11, 2.304098475932224488e-11, 3.531253144603195120e-12, 8.451313878861297354e-12, 3.396621400972141310e-11, 8.531888695984816805e-12
3.137674703146674560e+01, 7.167954842491917589e+01, 6.383144774863941961e+01, 1.010507190054372163e-05, 1.869098989999999964e-06, 1.600000000000000000e+01, 1.266936866000000001e-06, 1.800000000000000000e+01, 1.914973689999999940e-06, nan, 1.099591913000000019e-06, 4.800000000000000000e+01, 1.440137999999999975e-06, 6.200000000000000000e+01, 3.625992235801913273e-13, 2.104488100089997938e-15, 5.921411415530838148e-13, 1.840075309417800830e-13, 4.199517252600069176e-13, 2.800433329457220450e-14, 2.999863281888594695e-14, 6.648474422636775861e-13, 2.254689324977760658e-13, 1.159716373710115442e-13
3.217917360126705262e+01, 6.765994894636972390e+01, 5.117016288095852872e+01, 8.158413743957406848e-05, 7.058672542000000416e-06, 2.700000000000000000e+01, 8.783534756000000137e-06, 3.500000000000000000e+01, 4.191264114000000058e-06, nan, 2.175974571000000192e-06, 3.800000000000000000e+01, 2.473737685999999833e-06, 4.700000000000000000e+01, 2.975149657284980967e-12, 8.222031092965432800e-12, 2.384073947600751866e-11, 2.102162763376374979e-11, 2.108894964937509203e-11, 4.365985159839723348e-11, 3.981353906458059176e-11, 4.061391942125148318e-12, 2.949897030878439884e-12, 8.866287265450301025e-14
3.167561783442405599e+01, 7.304680208424912280e+01, 3.931758394675368606e+01, 7.016180390893376052e-05, 8.456868299000000602e-06, 2.900000000000000000e+01, 1.078889732500000051e-05, 3.600000000000000000e+01, 4.527958652000000035e-06, nan, 4.806754622000000221e-06, 4.400000000000000000e+01, 6.482572492999999626e-06, 5.500000000000000000e+01, 5.438359378106508199e-12, 1.543633101428966998e-11, 1.332332985502246322e-11, 3.897843929589193316e-12, 3.919935306706700828e-11, 3.578603131905614739e-11, 1.854443355869983655e-11, 7.772719288824101001e-14, 3.820515267428771890e-12, 2.808365536762970691e-12
3.182015022435435725e+01, 6.982492390294790141e+01, 3.173561461340985801e+01, 2.281054635265815779e-04, 5.444092320000000197e-06, 2.000000000000000000e+01, 5.210664478000000038e-06, 2.100000000000000000e+01, 3.263800202999999985e-06, nan, 1.930484546000000039e-06, 1.900000000000000000e+01, 2.333728497000000133e-06, 2.800000000000000000e+01, 5.448855742077703521e-14, 4.753673715452342913e-12, 1.234543958951323575e-11, 9.674363111427175994e-12, 3.790280505271275669e-12, 1.075958038629552396e-11, 8.276760638772432316e-12, 1.777730641201341530e-12, 8.650333783017501114e-13, 1.626056840180904818e-13
3.095948012175222885e+01, 6.807958003442504946e+01, 5.126635922106507337e+01, 6.171351891572752308e-05, 6.787044397000000417e-06, 2.500000000000000000e+01, 8.735115803000000276e-06, 3.500000000000000000e+01, 4.173267670000000171e-06, nan, 2.409603845999999953e-06, 3.900000000000000000e+01, 2.484632791999999839e-06, 4.700000000000000000e+01, 3.794982202874816246e-12, 6.831828778606833497e-12, 1.916198577753918438e-11, 1.851074561883868620e-11, 2.081045838855558792e-11, 4.001210151814996548e-11, 3.906853787079963889e-11, 3.110510084086303858e-12, 2.851487751198076114e-12, 5.629342737870898713e-15
3.643124712231286111e+01, 6.911435914740265218e+01, 3.562179955255565744e+01, 5.029749848024367821e-05, 6.427786466999999824e-06, 2.200000000000000000e+01, 8.095115299000000340e-06, 3.200000000000000000e+01, 4.139891648000000150e-06, nan, 3.748417568000000175e-06, 2.700000000000000000e+01, 4.914297009999999641e-06, 3.700000000000000000e+01, 2.779985434018486006e-12, 5.234462702807040879e-12, 7.179017696928470504e-12, 2.290650336450155465e-12, 1.564379412942977098e-11, 1.889378116468054519e-11, 1.011760498763689241e-11, 1.532519553118463699e-13, 5.997036646943502756e-13, 1.359274873278230128e-12
3.082083324853394757e+01, 7.015569056987862950e+01, 4.949420806925760985e+01, 1.205014597041955039e-04, 7.536528249000000056e-06, 2.600000000000000000e+01, 1.017813455799999937e-05, 3.700000000000000000e+01, 4.522226848999999968e-06, nan, 4.793182101000000306e-06, 2.100000000000000000e+01, 6.317583817000000355e-06, 2.800000000000000000e+01, 6.978083891748599870e-12, 9.086012930041960726e-12, 7.525948087746436373e-12, 1.485825528303801960e-12, 3.198929201272562043e-11, 2.899771296415032643e-11, 1.490385202383564121e-11, 7.341674858638368286e-14, 3.223306642546154341e-12, 2.323800591743744907e-12
3.025296536537712910e+01, 6.822133764213221241e+01, 4.844362976401546916e+01, 5.190377246200743907e-05, 7.736436041999999403e-06, 2.800000000000000000e+01, 1.015486571100000062e-05, 3.800000000000000000e+01, 4.619367083999999796e-06, nan, 5.750707022000000118e-06, 3.900000000000000000e+01, 7.836786010000000791e-06, 4.500000000000000000e+01, 5.848802063899455359e-12, 9.716118888927203784e-12, 3.943119740870157286e-12, 1.007011607760130231e-14, 3.064174504951889223e-11, 1.939661375789420204e-11, 5.373493500188248575e-12, 1.279930055313844614e-12, 1.035178454538300048e-11, 4.351725544175107150e-12
3.463754428588209322e+01, 7.056361252094991698e+01, 5.188029792352301683e+01, 1.236029745806468971e-04, 6.977979019999999641e-06, 2.600000000000000000e+01, 8.620607970000000847e-06, 3.500000000000000000e+01, 4.193804991000000402e-06, nan, 2.977835562000000142e-06, 4.200000000000000000e+01, 4.064056374999999592e-06, 5.500000000000000000e+01, 2.698229867378106444e-12, 7.751625023758089401e-12, 1.600114768458019644e-11, 8.490945181043796686e-12, 1.959658461488327812e-11, 3.184088044848612315e-11, 2.076216243789705583e-11, 1.478581652262586655e-12, 1.683470335391566551e-14, 1.179875654594379762e-12
3.184229459202597567e+01, 7.152368423503760653e+01, 4.318727652943021411e+01, 2.141172456658493677e-04, 9.097872867000000532e-06, 3.000000000000000000e+01, 1.259888749800000079e-05, 3.900000000000000000e+01, 4.839222854999999766e-06, nan, 5.463131670999999633e-06, 1.300000000000000000e+01, 6.687575196000000374e-06, 1.100000000000000000e+01, 1.225710344647606834e-11, 1.813609992470760599e-11, 1.321134356189951712e-11, 5.809534862828025343e-12, 6.021239537182433927e-11, 5.091901122256446750e-11, 3.494361313177654324e-11, 3.892622106825216906e-13, 3.416406376480182663e-12, 1.499261945914427455e-12
3.157131313637337300e+01, 7.121206549785561890e+01, 2.965757158215535227e+01, 1.352346200820364174e-04, 3.718096206999999927e-06, 1.500000000000000000e+01, 4.866135381000000215e-06, 2.100000000000000000e+01, 2.988964261999999842e-06, nan, 1.885587969000000083e-06, 2.500000000000000000e+01, 2.239926876999999915e-06, 2.900000000000000000e+01, 1.317993945038602977e-12, 5.316333932194831579e-13, 3.358086442337864207e-12, 2.184984568152649034e-12, 3.523771410007713747e-12, 8.883662875179898634e-12, 6.896971106481919428e-12, 1.217439243954421329e-12, 5.610570041276381424e-13, 1.255560617226323525e-13
3.303108282859905387e+01, 6.918993592839161977e+01, 3.310450222249799168e+01, 2.855545000232997130e-04, 5.733421507000000223e-06, 2.000000000000000000e+01, 7.316756854999999854e-06, 2.700000000000000000e+01, 3.693331460000000054e-06, nan, 2.413827042000000132e-06, 2.100000000000000000e+01, 3.227382226999999805e-06, 3.100000000000000000e+01, 2.506950824226279981e-12, 4.161967399868462934e-12, 1.101970741205863757e-11, 6.280232872902920475e-12, 1.312921159313090445e-11, 2.403872075120421181e-11, 1.672298484813013951e-11, 1.637131555681518511e-12, 2.171086877332885309e-13, 6.618720390403837246e-13
8.964600608874651755e+01, 1.862504870658198186e+01, 7.935638159716711471e+01, 3.767950234149027803e-03, 1.503756702400000048e-05, 3.500000000000000000e+01, 2.440876126199999858e-05, 3.700000000000000000e+01, 5.619700805000000017e-06, nan, 6.935022067999999677e-06, 3.700000000000000000e+01, 1.125943589499999959e-05, 4.400000000000000000e+01, 8.781928144632436864e-11, 8.869620411898134340e-11, 6.565123476400106369e-11, 1.427427482791882097e-11, 3.530287928568009634e-10, 3.053315614199317670e-10, 1.729047576072296606e-10, 1.730070024899914309e-12, 3.180661188537730490e-11, 1.870055494714878552e-11
8.777659684777557914e+01, 2.062523145102718658e+01, 7.839794234439325749e+01, 2.445849650568649889e-04, 1.485306737200000079e-05, 3.500000000000000000e+01, 2.398516628699999970e-05, 3.700000000000000000e+01, 5.583557552999999863e-06, nan, 3.677889163000000154e-06, 4.900000000000000000e+01, 5.915591425000000292e-06, 6.200000000000000000e+01, 8.339523059334415321e-11, 8.592381228453741517e-11, 1.248846080029084545e-10, 7.987847630320356936e-11, 3.386192039992250824e-10, 4.123855041909337577e-10, 3.265095356934222910e-10, 3.631572012645190791e-12, 1.102464921553126745e-13, 5.007311413359917259e-12
8.889561666057154810e+01, 2.005216507926097336e+01, 7.926043700360868627e+01, 5.242881877924045544e-03, 1.508147835200000061e-05, 3.500000000000000000e+01, 2.450580401799999834e-05, 3.700000000000000000e+01, 5.627931502000000072e-06, nan, 4.291248058999999624e-06, 4.400000000000000000e+01, 6.945918805999999675e-06, 5.600000000000000000e+01, 8.881791425882629459e-11, 8.936954804514495375e-11, 1.164290697759749057e-10, 6.618732912651173876e-11, 3.563740707303480744e-10, 4.086282726195423034e-10, 3.083495686586162832e-10, 1.786722626790335485e-12, 1.737090533505187303e-12, 7.047276774977538485e-12
9.154301459540673136e+01, 1.870714309027655275e+01, 8.026705086934917688e+01, 1.615720455449301931e-03, 1.490234899100000082e-05, 3.500000000000000000e+01, 2.410432658400000133e-05, 3.700000000000000000e+01, 5.593897496000000158e-06, nan, 1.155915934399999928e-05, 3.200000000000000000e+01, 1.835612325900000009e-05, 3.500000000000000000e+01, 8.467639162207408664e-11, 8.664726923476772568e-11, 1.117691701580799452e-11, 1.192855669429893059e-11, 3.426359850218765696e-10, 1.573812210795692730e-10, 3.304184146554106745e-11, 3.558434891520436292e-11, 1.628744064257809575e-10, 4.619871846181214034e-11
8.996071718177250887e+01, 1.883190650225880347e+01, 8.052327666053174937e+01, 5.593669494610657884e-03, 1.505063548199999927e-05, 3.500000000000000000e+01, 2.443771880499999847e-05, 3.700000000000000000e+01, 5.622176040999999948e-06, nan, 4.660696615000000226e-06, 3.400000000000000000e+01, 7.584602679000000276e-06, 4.700000000000000000e+01, 8.811733331294470167e-11, 8.889584743058204180e-11, 1.079508296599972065e-10, 5.574164581547201883e-11, 3.540246495039127143e-10, 3.911306067037523131e-10, 2.840275231564412558e-10, 9.244426866212890073e-13, 3.851118309531984366e-12, 8.549226671095971670e-12
8.982845366877775461e+01, 2.077179055121366602e+01, 8.082350415396372512e+01, 6.618759987809856582e-03, 1.505717259699999919e-05, 3.500000000000000000e+01, 2.445019450999999990e-05, 3.700000000000000000e+01, 5.623248920999999697e-06, nan, 7.443262903000000169e-06, 3.400000000000000000e+01, 1.208216230299999944e-05, 3.700000000000000000e+01, 8.822886065809819040e-11, 8.899891592459334689e-11, 5.797162082838715819e-11, 8.850686249405965554e-12, 3.544538802111665622e-10, 2.892357226851755442e-10, 1.529682206733893023e-10, 3.312450894675497973e-12, 4.171756207617867562e-11, 2.151938764332035248e-11
9.216323594928068985e+01, 2.133652794943639108e+01, 7.963081816205755104e+01, 4.680562381282018960e-04, 1.477229622400000070e-05, 3.500000000000000000e+01, 2.380827644599999902e-05, 3.700000000000000000e+01, 5.568772525000000122e-06, nan, 1.441466974500000008e-05, 3.600000000000000000e+01, 2.310756259399999926e-05, 4.300000000000000000e+01, 8.164893857237513865e-11, 8.470484847805467180e-11, 1.278966984819378881e-13, 6.947666545885295347e-11, 3.326795032841743443e-10, 8.823984685307208829e-11, 4.909999023846775651e-13, 7.824989762680374756e-11, 3.076091570844530041e-10, 7.556638608419532666e-11
8.976062082242407314e+01, 2.109965959588711470e+01, 8.065526373072259503e+01, 5.438897922799918773e-03, 1.504223691300000013e-05, 3.500000000000000000e+01, 2.441599600799999959e-05, 3.700000000000000000e+01, 5.620339031000000025e-06, nan, 7.443959632999999794e-06, 3.400000000000000000e+01, 1.208352250299999959e-05, 3.700000000000000000e+01, 8.786735957109521099e-11, 8.877215969883607639e-11, 5.773381762376420499e-11, 8.753990959941651627e-12, 3.532767211970487499e-10, 2.880500187143231406e-10, 1.520899027515269807e-10, 3.325592100038841713e-12, 4.177274059273396828e-11, 2.152554362468263493e-11
9.064013152609759061e+01, 1.838304395568916405e+01, 7.997567387560106056e+01, 2.798601263531037223e-03, 1.497926057100000011e-05, 3.500000000000000000e+01, 2.427786730100000166e-05, 3.700000000000000000e+01, 5.608612216999999711e-06, nan, 1.178441929400000010e-05, 3.200000000000000000e+01, 1.886816108199999926e-05, 3.500000000000000000e+01, 8.646408711920131945e-11, 8.780905057432293698e-11, 1.020701078522299129e-11, 1.512354718445605583e-11, 3.485410853914599084e-10, 1.560862431036123172e-10, 2.926492137588729909e-11, 3.814059305232328710e-11, 1.758156361033227502e-10, 5.017939771905742656e-11
8.926196909079430952e+01, 2.027992459904323752e+01, 7.990184961035704703e+01, 9.255175653540064981e-03, 1.511317497799999922e-05, 3.500000000000000000e+01, 2.457766211499999923e-05, 3.700000000000000000e+01, 5.634067510000000071e-06, nan, 4.701928959999999844e-06, 3.600000000000000000e+01, 7.654436361000000011e-06, 4.500000000000000000e+01, 8.957651676643845997e-11, 8.985347838989334898e-11, 1.083940436473208393e-10, 5.563278175672706346e-11, 3.588597765585851564e-10, 3.950447684487662390e-10, 2.863955699208488736e-10, 8.688822763961028868e-13, 4.081890294091059790e-12, 8.717299952959775415e-12
9.091017890809258972e+01, 2.031721821519130344e+01, 8.078632796210897027e+01, 5.858265411603748134e-03, 1.501902410700000085e-05, 3.500000000000000000e+01, 2.436609194999999933e-05, 3.700000000000000000e+01, 5.616153239000000004e-06, nan, 1.357487054399999928e-05, 3.800000000000000000e+01, 2.193241747500000025e-05, 4.100000000000000000e+01, 8.736767726164464759e-11, 8.841398056028307678e-11, 2.085579513525599559e-12, 4.779500786070637749e-11, 3.515602016662563258e-10, 1.164504594333126274e-10, 5.922771450266521233e-12, 6.334118114090644443e-11, 2.662204786189727034e-10, 6.984859070386753521e-11
8.953358090326405261e+01, 1.905555374408174885e+01, 7.958995030679744787e+01, 6.703960512240922549e-03, 1.508631609000000043e-05, 3.500000000000000000e+01, 2.451863575400000007e-05, 3.700000000000000000e+01, 5.629049213999999819e-06, nan, 3.785651747999999903e-06, 3.800000000000000000e+01, 6.152366915999999586e-06, 4.800000000000000000e+01, 8.896865424388106167e-11, 8.943989676388681510e-11, 1.277050145705503301e-10, 7.981544784361531225e-11, 3.568164796521492516e-10, 4.298566257930518248e-10, 3.373198310296899331e-10, 3.398114217655220965e-12, 2.738614172265605717e-13, 5.601340686441267011e-12
8.998297958613855485e+01, 2.037915173555508019e+01, 8.225930895069085125e+01, 9.207724566730638794e-04, 1.486982226100000052e-05, 3.500000000000000000e+01, 2.402393886399999918e-05, 3.700000000000000000e+01, 5.586954816999999934e-06, nan, 9.659366764999999830e-06, 3.500000000000000000e+01, 1.565963074599999947e-05, 4.400000000000000000e+01, 8.379785078132023025e-11, 8.617162798287510686e-11, 2.714884647579661225e-11, 6.237974429779935725e-13, 3.399223807493324267e-10, 2.063409315873692524e-10, 6.996165029284069631e-11, 1.658453907421315394e-11, 1.014588003706559972e-10, 3.600316784168596559e-11
8.995774284833935042e+01, 1.904405499950722458e+01, 7.965401822430061429e+01, 7.567541500716179134e-03, 1.508446222299999918e-05, 3.500000000000000000e+01, 2.451518901399999967e-05, 3.700000000000000000e+01, 5.628781808999999768e-06, nan, 1.108681805500000026e-05, 3.400000000000000000e+01, 1.807213584699999943e-05, 4.300000000000000000e+01, 8.893860780648516988e-11, 8.940989209170320116e-11, 1.598115889394440411e-11, 8.926193683545295196e-12, 3.566963771130758893e-10, 1.803211466125145578e-10, 4.151293411278873374e-11, 2.979015966264977721e-11, 1.548370597150109088e-10, 4.879466465523174599e-11
8.953640402535390308e+01, 2.048148147377346362e+01, 7.845920298555537897e+01, 3.099267402805719936e-03, 1.502414633300000012e-05, 3.500000000000000000e+01, 2.437719386300000128e-05, 3.700000000000000000e+01, 5.617037346999999810e-06, nan, 1.222735191499999934e-05, 3.800000000000000000e+01, 1.967556055799999872e-05, 4.300000000000000000e+01, 8.747949809843911898e-11, 8.849369947448195891e-11, 7.822059016555963134e-12, 2.163565429253233729e-11, 3.519434725048172281e-10, 1.476186593613804864e-10, 2.210535573468524634e-11, 4.369625868791302071e-11, 1.976420748742257317e-10, 5.547581198965989137e-11
9.006326199420033163e+01, 2.015650653796537384e+01, 8.023218103620027364e+01, 1.218634391938826222e-02, 1.511207514499999964e-05, 3.500000000000000000e+01, 2.457649935099999911e-05, 3.700000000000000000e+01, 5.634014315999999599e-06, nan, -8.616565486999999647e-06, 0.000000000000000000e+00, -1.331309191599999954e-05, 0.000000000000000000e+00, 8.957532555111872342e-11, 8.983363707822415780e-11, 5.630483862426012386e-10, 8.079901224457592818e-10, 3.588177393011989775e-10, 1.101779553339671780e-09, 1.435621126380322490e-09, 2.030790247216714671e-10, 3.589928345666932566e-10, 2.205736049829549167e-11
8.940268393103463040e+01, 1.976207827026399144e+01, 7.857593909101747442e+01, 3.746731253445773156e-03, 1.504637069300000079e-05, 3.500000000000000000e+01, 2.442797812700000054e-05, 3.700000000000000000e+01, 5.621342376000000270e-06, nan, 5.182703266999999622e-06, 3.700000000000000000e+01, 8.442098103000000454e-06, 5.100000000000000000e+01, 8.801455804568405694e-11, 8.883115877625186618e-11, 9.729193509073348650e-11, 4.361641644302531448e-11, 3.536895482707913444e-10, 3.703806044369480558e-10, 2.555483601417221943e-10, 1.924042679443144547e-13, 7.956662871403300142e-12, 1.062365469694347167e-11
8.950668011663780987e+01, 1.945713852398328214e+01, 8.041605004626143227e+01, 8.899044187264310013e-03, 1.510164793199999935e-05, 3.500000000000000000e+01, 2.455222557300000135e-05, 3.700000000000000000e+01, 5.631902940999999789e-06, nan, 6.985289932000000174e-06, 3.600000000000000000e+01, 1.137891990500000012e-05, 4.400000000000000000e+01, 8.931341774856916821e-11, 8.967607019456956625e-11, 6.587526718416398045e-11, 1.385870396301130644e-11, 3.579786084989714872e-10, 3.085972278150361354e-10, 1.735359822225609537e-10, 1.831656347408035009e-12, 3.302820398450378425e-11, 1.930398433964398145e-11
8.884381756817808196e+01, 2.078119810170999315e+01, 8.149448454449137103e+01, 1.570466884730574138e-03, 1.495333449800000004e-05, 3.500000000000000000e+01, 2.421179441900000019e-05, 3.700000000000000000e+01, 5.602886382999999591e-06, nan, 1.064676471799999956e-05, 3.400000000000000000e+01, 1.728243771299999896e-05, 4.200000000000000000e+01, 8.571908010876333030e-11, 8.743087995130706282e-11, 1.854654327000925316e-11, 5.424721786123331298e-12, 3.462914582923054163e-10, 1.840100307890121703e-10, 4.801598435898718450e-11, 2.544070865828237063e-11, 1.364119192701047655e-10, 4.403215609657226313e-11
8.793001497498646302e+01, 2.042625873077810184e+01, 8.067690803503025165e+01, 1.082547472881956793e-03, 1.495610634099999986e-05, 3.500000000000000000e+01, 2.421746260199999945e-05, 3.700000000000000000e+01, 5.603315493999999871e-06, nan, 5.086060842999999832e-06, 3.800000000000000000e+01, 8.230572871999999448e-06, 4.200000000000000000e+01, 8.577271979316388655e-11, 8.747469662772697752e-11, 9.741779813259005349e-11, 4.523280044263917937e-11, 3.464864725582647022e-10, 3.660105332642683103e-10, 2.555806432391795333e-10, 2.675523739811318559e-13, 6.902481330255432493e-12, 9.887955900525694546e-12
8.936256297444776919e+01, 1.960272818567120368e+01, 7.986711942241304030e+01, 9.493608493356644334e-03, 1.511598052199999921e-05, 3.500000000000000000e+01, 2.458489878599999864e-05, 3.700000000000000000e+01, 5.634682435999999838e-06, nan, 3.221429364999999882e-06, 3.900000000000000000e+01, 5.225449539000000216e-06, 5.100000000000000000e+01, 8.966041309031275841e-11, 8.989501339558724166e-11, 1.414803472264899993e-10, 9.782260312568292222e-11, 3.591106997118072548e-10, 4.563978257020020006e-10, 3.747882751471687935e-10, 5.823790384690930979e-12, 1.674715639870123086e-13, 4.016096857798991648e-12
8.970220912059826901e+01, 1.969098703095287917e+01, 7.832399619367002686e+01, 2.843380090995018764e-03, 1.501698171300000044e-05, 3.500000000000000000e+01, 2.436211517899999934e-05, 3.700000000000000000e+01, 5.615756549000000334e-06, nan, 5.178661681000000299e-06, 3.700000000000000000e+01, 8.432911682999999473e-06, 5.100000000000000000e+01, 8.733151949735315004e-11, 8.838303458422683855e-11, 9.679254105205248154e-11, 4.334997815994421626e-11, 3.514259618845754018e-10, 3.680048881099283742e-10, 2.537395240169786615e-10, 1.910519236319374549e-13, 7.936363049022553290e-12, 1.059014307551699445e-11
9.115233156478312537e+01, 2.107961859203681954e+01, 7.918663574079579348e+01, 2.622361265257577324e-03, 1.495502518199999920e-05, 3.500000000000000000e+01, 2.422203615500000031e-05, 3.700000000000000000e+01, 5.603931163000000322e-06, nan, 9.097933793999999304e-06, 4.100000000000000000e+01, 1.474805594699999985e-05, 6.000000000000000000e+01, 8.587749237370242099e-11, 8.744295935217755423e-11, 3.430551952738376645e-11, 4.283626423648495654e-14, 3.466338334931353596e-10, 2.287384722260058025e-10, 8.975630098157572731e-11, 1.220805438543491530e-11, 8.361501806536303424e-11, 3.192388034382135874e-11
8.853357567219748603e+01, 2.052106487645275834e+01, 7.942421203018693632e+01, 3.205422198008781552e-03, 1.504521035500000079e-05, 3.500000000000000000e+01, 2.442213254700000162e-05, 3.700000000000000000e+01, 5.620789906000000057e-06, nan, 5.584878686999999968e-06, 4.300000000000000000e+01, 9.017111854000000467e-06, 5.200000000000000000e+01, 8.792666979482210511e-11, 8.881970079952937799e-11, 8.949787526856367213e-11, 3.633797153775845172e-11, 3.534904851042849614e-10, 3.548421329860849056e-10, 2.373146625517582087e-10, 1.289615650065967343e-15, 1.153500277446651819e-11, 1.178022451265485266e-11
9.014195316332077823e+01, 1.968067158285490592e+01, 8.069153875107018337e+01, 9.406015569042230212e-03, 1.508511037499999983e-05, 3.500000000000000000e+01, 2.451540702299999884e-05, 3.700000000000000000e+01, 5.628808659999999867e-06, nan, 5.307875289000000077e-06, 3.300000000000000000e+01, 8.618459619999999365e-06, 3.900000000000000000e+01, 8.893049486928001925e-11, 8.942164212511193782e-11, 9.559432592690942197e-11, 4.181757198714207660e-11, 3.567035977252742313e-10, 3.689292753126170031e-10, 2.527129367337484305e-10, 1.029982286214235058e-13, 8.938012862628918841e-12, 1.095996861266271326e-11
9.069474914365601137e+01, 1.927440262153641726e+01, 7.861663604460494525e+01, 2.945085350923666058e-03, 1.499149959799999998e-05, 3.500000000000000000e+01, 2.430625355999999979e-05, 3.700000000000000000e+01, 5.611056259999999674e-06, nan, 9.695897033000000349e-06, 3.600000000000000000e+01, 1.568736545700000031e-05, 4.000000000000000000e+01, 8.676464137259469543e-11, 8.799271721742858191e-11, 2.804340652643457551e-11, 4.842292937218083517e-13, 3.495104020859272921e-10, 2.134625178460514758e-10, 7.428523213203492809e-11, 1.668592414076324288e-11, 1.015320070335468000e-10, 3.589769387578904074e-11
8.841706160266491565e+01, 2.061037937910720430e+01, 7.881114074221596866e+01, 1.485594095803752322e-03, 1.498750108499999967e-05, 3.500000000000000000e+01, 2.429134668100000008e-05, 3.700000000000000000e+01, 5.609656870000000299e-06, nan, 6.353199912000000110e-06, 4.300000000000000000e+01, 1.026104407499999957e-05, 5.400000000000000000e+01, 8.656154287420860381e-11, 8.794396212080893517e-11, 7.455115674606918049e-11, 2.233939586737813968e-11, 3.490055341944212410e-10, 3.217771095061851150e-10, 1.968493912159303950e-10, 5.528562553066135256e-13, 2.163540293083770495e-11, 1.527124600229316569e-11
8.949318364570130768e+01, 1.940368596154949188e+01, 7.994743270373045618e+01, 9.336345520547647756e-03, 1.511102029900000072e-05, 3.500000000000000000e+01, 2.457399302500000096e-05, 3.700000000000000000e+01, 5.633759224999999959e-06, nan, 3.790194667999999867e-06, 3.800000000000000000e+01, 6.162295120999999835e-06, 4.800000000000000000e+01, 8.954785281301987935e-11, 8.981847746475566593e-11, 1.281610929675065660e-10, 8.007968231137114570e-11, 3.587324563986625211e-10, 4.319662741444358841e-10, 3.389906197081580716e-10, 3.398730275826606429e-12, 2.793501933605226618e-13, 5.626860559122804967e-12
8.806372019415348973e+01, 2.018877859679382780e+01, 8.052389102383421005e+01, 1.668595593090912684e-03, 1.499242376699999931e-05, 3.500000000000000000e+01, 2.430057913300000033e-05, 3.700000000000000000e+01, 5.610397985999999787e-06, nan, 1.165242747800000039e-05, 3.500000000000000000e+01, 1.889610546999999911e-05, 4.000000000000000000e+01, 8.664175631759461636e-11, 8.802240775534864583e-11, 1.115557521053376389e-11, 1.523873083833697926e-11, 3.493228713076742734e-10, 1.599757402878792446e-10, 2.920833557406065381e-11, 3.650612038219778214e-11, 1.765100233504135987e-10, 5.247087085178513113e-11
