x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
3.086757289168127372e+01, 7.010065706334167146e+01, 3.798927815103679251e+01, 2.614193374806105538e-04, 1.146806770600000074e-05, 3.300000000000000000e+01, 1.671484862399999982e-05, 4.300000000000000000e+01, 5.059445365999999818e-06, nan, 1.015191590099999929e-05, 3.800000000000000000e+01, 1.500676080399999974e-05, 4.900000000000000000e+01, 2.752871000148891151e-11, 4.107044029674708539e-11, 1.732255573804761781e-12, 1.252234884183283020e-11, 1.358484251065970240e-10, 4.307208592662420242e-11, 2.917564000832352740e-12, 2.593325614984318011e-11, 9.894908442307313649e-11, 2.356951903218508322e-11
3.513906989720340590e+01, 7.182334025843967140e+01, 3.934130149859483083e+01, 2.649208129207971697e-04, 1.187999987799999953e-05, 3.400000000000000000e+01, 1.783655810900000086e-05, 4.600000000000000000e+01, 5.155577117000000136e-06, nan, 7.475929291000000341e-06, 4.200000000000000000e+01, 1.121684344000000079e-05, 5.800000000000000000e+01, 3.548058595929386579e-11, 4.521786146865485321e-11, 1.939583773527851658e-11, 4.397764612608461807e-13, 1.608072789194653317e-10, 1.073426295043720861e-10, 4.382062229897378314e-11, 5.384034211386527289e-12, 3.673894943833394867e-11, 1.399443867018839775e-11
3.425228318072664280e+01, 6.654343600975157358e+01, 3.528422942903058868e+01, 6.739859995797577706e-05, 1.051986198199999938e-05, 3.200000000000000000e+01, 1.493976100000000050e-05, 4.300000000000000000e+01, 4.882621661999999652e-06, nan, 8.600471928000000732e-06, 3.800000000000000000e+01, 1.136111116599999959e-05, 4.500000000000000000e+01, 1.953550732931737379e-11, 3.177847842543369671e-11, 3.684058179394118025e-12, 7.077001895806662130e-13, 1.011460516639471001e-10, 4.018658593837861727e-11, 1.280673463438823352e-11, 1.382241060039627869e-11, 4.197082625343816516e-11, 7.621129002385214968e-12
3.438947856097222200e+01, 7.052706787095873153e+01, 4.200814572638853406e+01, 2.941249265630638417e-04, 1.180035249499999986e-05, 3.500000000000000000e+01, 1.765545216300000084e-05, 4.700000000000000000e+01, 5.133547182000000326e-06, nan, 1.121664590499999944e-05, 3.600000000000000000e+01, 1.677713809700000030e-05, 4.900000000000000000e+01, 3.428219212221372104e-11, 4.444629308144502196e-11, 3.407133832094286079e-13, 2.476839492827450639e-11, 1.567981043531926104e-10, 4.145822602805997784e-11, 7.714355985334532805e-13, 3.700409007376422260e-11, 1.355732093958705348e-10, 3.091907341729297628e-11
4.053616548249924278e+01, 7.298670638219707030e+01, 3.711340266877274985e+01, 1.010507190054373857e-05, 1.002185927200000020e-05, 3.300000000000000000e+01, 1.423184454900000040e-05, 4.800000000000000000e+01, 4.770706598999999814e-06, nan, 7.033345067000000176e-06, 3.600000000000000000e+01, 8.411576147000000044e-06, 4.200000000000000000e+01, 1.772397603255676816e-11, 2.757460439515504823e-11, 8.931217153486782726e-12, 2.593011742659765928e-12, 8.951313130893023324e-11, 5.181839479235427189e-11, 3.387552427131963988e-11, 5.119532836873388592e-12, 1.325593106555372570e-11, 1.899520909877965988e-12
3.653231565388972513e+01, 6.583873539288939014e+01, 3.854034131591679824e+01, 8.158413743957385164e-05, 1.095561609099999980e-05, 3.400000000000000000e+01, 1.558541557899999891e-05, 4.500000000000000000e+01, 4.934908387000000002e-06, nan, 9.988068140000000184e-06, 3.600000000000000000e+01, 1.436601639999999953e-05, 4.000000000000000000e+01, 2.143504329908505484e-11, 3.624892125700494682e-11, 9.361490374842975576e-13, 1.163083026762729375e-11, 1.134333034468437067e-10, 3.133029835287984481e-11, 1.486934357745872427e-12, 2.553442348933902380e-11, 8.894579835287279824e-11, 1.916643096723702194e-11
3.278420109598788912e+01, 7.541806541288387677e+01, 3.764487846393354431e+01, 7.016180390893432973e-05, 1.104428530900000026e-05, 3.500000000000000000e+01, 1.574876946199999859e-05, 4.200000000000000000e+01, 4.953405064999999929e-06, nan, 1.071305129000000009e-05, 3.300000000000000000e+01, 1.524540427099999969e-05, 4.400000000000000000e+01, 2.213217114582811140e-11, 3.709882214674950338e-11, 1.097159753428924631e-13, 1.764940053287595234e-11, 1.165398924640151408e-10, 2.535845750781100669e-11, 2.533765155104653581e-13, 3.317352463715675200e-11, 1.059252476563046199e-10, 2.054222354437958251e-11
3.038657187169639684e+01, 6.968866578142227297e+01, 3.790189743703030700e+01, 2.281054635265814153e-04, 1.131610091300000020e-05, 3.200000000000000000e+01, 1.644559289400000126e-05, 4.300000000000000000e+01, 5.025126805999999583e-06, nan, 8.896686633000000836e-06, 3.800000000000000000e+01, 1.322255447400000007e-05, 5.300000000000000000e+01, 2.631168798314331543e-11, 3.957635521494445570e-11, 5.853565458267915253e-12, 3.634565180249580157e-12, 1.304270456671580536e-10, 5.698598573736500959e-11, 1.038797665679610381e-11, 1.498897549404027803e-11, 6.719782037209192775e-11, 1.871313257779799550e-11
3.656273560762060981e+01, 6.658495671659039772e+01, 3.637138551473685766e+01, 6.171351891572730624e-05, 1.084449147300000083e-05, 3.400000000000000000e+01, 1.508810201799999992e-05, 4.400000000000000000e+01, 4.908543761000000341e-06, nan, 8.577068893999999615e-06, 3.800000000000000000e+01, 1.124015960100000070e-05, 4.700000000000000000e+01, 1.800823045763518942e-11, 3.523547523959803871e-11, 5.141205151759017030e-12, 1.565532675150242862e-13, 1.036234063076568669e-10, 4.239355234182520562e-11, 1.480666084454779563e-11, 1.345807665145266247e-11, 4.008935914533890899e-11, 7.092052113709765242e-12
3.161549145333075472e+01, 6.842508310713681396e+01, 4.610171610836426481e+01, 5.029749848024359012e-05, 1.004757385600000019e-05, 3.400000000000000000e+01, 1.366638998600000002e-05, 4.700000000000000000e+01, 4.770810133999999833e-06, nan, 8.406022596000000722e-06, 3.900000000000000000e+01, 1.121375508700000034e-05, 5.000000000000000000e+01, 1.309583018274817621e-11, 2.784423537781529696e-11, 2.694690539207585944e-12, 1.359978663536675677e-12, 7.913134090330834528e-11, 2.767146507777540402e-11, 6.015417947792738266e-12, 1.321476964388010832e-11, 4.151153966738817905e-11, 7.883361741017062345e-12
3.600233220784036803e+01, 7.027686133475239671e+01, 3.612483263482651097e+01, 1.205014597041955039e-04, 1.141069366299999943e-05, 3.400000000000000000e+01, 1.687704934600000128e-05, 4.600000000000000000e+01, 5.044124851999999640e-06, nan, 9.531642910999999844e-06, 3.300000000000000000e+01, 1.372734609099999943e-05, 4.000000000000000000e+01, 2.988104445306641489e-11, 4.053319842519794991e-11, 3.530831728591764024e-12, 5.366878472158295501e-12, 1.400181020807051960e-10, 5.395499569533942871e-11, 9.920630594557607417e-12, 2.013781832985113092e-11, 7.539833108542068535e-11, 1.760392517466210736e-11
3.567011017734789391e+01, 6.683704135159241844e+01, 3.511500487058635400e+01, 5.190377246200716802e-05, 1.047616462400000017e-05, 3.300000000000000000e+01, 1.450256194300000040e-05, 4.300000000000000000e+01, 4.872519861000000301e-06, nan, 8.251600285000000834e-06, 3.700000000000000000e+01, 1.078926059799999977e-05, 4.400000000000000000e+01, 1.621187537045038944e-11, 3.140083462989732508e-11, 4.948686498350504104e-12, 9.802908893500843190e-14, 9.273771050109089709e-11, 3.907452164978610105e-11, 1.378860687877881424e-11, 1.141818451186002343e-11, 3.500782094887529398e-11, 6.439719864175252655e-12
3.675688007197016560e+01, 7.100226054124536290e+01, 4.291201128661101194e+01, 1.236029745806468971e-04, 1.142752060099999994e-05, 3.500000000000000000e+01, 1.688657866300000130e-05, 4.900000000000000000e+01, 5.045953003999999829e-06, nan, 1.037793963799999935e-05, 3.800000000000000000e+01, 1.530781226000000106e-05, 5.100000000000000000e+01, 2.980131492428720819e-11, 4.072440499508035551e-11, 1.101620197892008585e-12, 1.505666335890497946e-11, 1.402004159965692157e-10, 4.236238195775297304e-11, 2.492503355241559246e-12, 2.843008146515464594e-11, 1.053057553899529043e-10, 2.430364406914517075e-11
3.400790533657961845e+01, 7.270953630256828149e+01, 3.794127631010908175e+01, 2.141172456658493677e-04, 1.171803840199999962e-05, 3.400000000000000000e+01, 1.749845192199999929e-05, 4.500000000000000000e+01, 5.116734614000000060e-06, nan, 1.046339568799999924e-05, 3.600000000000000000e+01, 1.561992342499999990e-05, 4.800000000000000000e+01, 3.341318046219878455e-11, 4.357721170146314279e-11, 1.574128339793286686e-12, 1.522470673271171336e-11, 1.533069234952267507e-10, 4.949201621554226085e-11, 3.528869314041076755e-12, 2.858678464022682406e-11, 1.103169751995155941e-10, 2.658977830245034813e-11
2.972943696623592658e+01, 7.215539111845521347e+01, 3.745939556701968343e+01, 1.352346200820366614e-04, 1.105619334900000046e-05, 3.300000000000000000e+01, 1.589507697000000060e-05, 4.300000000000000000e+01, 4.961712002000000411e-06, nan, 8.033501799999999155e-06, 3.600000000000000000e+01, 1.194483519000000035e-05, 5.700000000000000000e+01, 2.341479469758207203e-11, 3.714270288893093411e-11, 9.136664200396027629e-12, 7.896843215758690888e-13, 1.195384695234896484e-10, 6.180436415356055671e-11, 1.560441012045757181e-11, 9.435892563096872567e-12, 4.876400945878328246e-11, 1.529852888772890043e-11
3.081945214224646890e+01, 6.855947974064653749e+01, 4.005527395410346969e+01, 2.855545000233005262e-04, 1.143114620299999970e-05, 3.400000000000000000e+01, 1.692405448199999930e-05, 4.500000000000000000e+01, 5.047338898000000222e-06, nan, 8.793965666000000601e-06, 4.000000000000000000e+01, 1.272640741099999970e-05, 4.400000000000000000e+01, 3.017204136150673655e-11, 4.075299570737135749e-11, 6.954721184731603755e-12, 1.677701596949619348e-12, 1.410563730632284667e-10, 6.609834415604826590e-11, 1.762024093267487473e-11, 1.403721213869412825e-11, 5.896809322734804068e-11, 1.546409807781863936e-11
8.964600608874651755e+01, 1.862504870658198186e+01, 7.935638159716711471e+01, 3.767950234149027803e-03, 1.367584005699999951e-05, 3.500000000000000000e+01, 2.169823873400000101e-05, 3.700000000000000000e+01, 5.350407395999999777e-06, nan, 6.309388097999999916e-06, 3.800000000000000000e+01, 1.000618793800000009e-05, 4.400000000000000000e+01, 6.435888053273137648e-11, 6.931282899284553620e-11, 5.426461446425493425e-11, 1.346634667448118647e-11, 2.672515894556949248e-10, 2.368167238971176650e-10, 1.367040518162442471e-10, 9.196439868084129770e-13, 2.167629245526581575e-11, 1.366632905702402704e-11
8.777659684777557914e+01, 2.062523145102718658e+01, 7.839794234439325749e+01, 2.445849650568649889e-04, 1.351860484300000035e-05, 3.500000000000000000e+01, 2.135871422499999872e-05, 3.900000000000000000e+01, 5.317116389999999831e-06, nan, 3.343324344999999936e-06, 4.800000000000000000e+01, 5.262243978000000279e-06, 6.500000000000000000e+01, 6.146731512172439938e-11, 6.726441284469233277e-11, 1.035363332129791246e-10, 6.816749473310354866e-11, 2.573328610998766261e-10, 3.245542725284063524e-10, 2.590963544125562443e-10, 3.895855036905281661e-12, 3.010981598697694753e-15, 3.682252557912856030e-12
8.889561666057154810e+01, 2.005216507926097336e+01, 7.926043700360868627e+01, 5.242881877924045544e-03, 1.371328534099999972e-05, 3.500000000000000000e+01, 2.178035802599999902e-05, 3.800000000000000000e+01, 5.357988566999999914e-06, nan, 3.909213799999999858e-06, 4.500000000000000000e+01, 6.172947663999999907e-06, 5.600000000000000000e+01, 6.507766170507309927e-11, 6.981098418161480771e-11, 9.611981878104611147e-11, 5.685669228318575576e-11, 2.696942186478959550e-10, 3.193777959464930278e-10, 2.435912582078648769e-10, 2.098948325495904370e-12, 6.641583297830553797e-13, 5.124491007020370999e-12
9.154301459540673136e+01, 1.870714309027655275e+01, 8.026705086934917688e+01, 1.615720455449301931e-03, 1.356058442699999976e-05, 3.500000000000000000e+01, 2.144863401899999893e-05, 3.700000000000000000e+01, 5.326640356000000237e-06, nan, 1.055143016700000016e-05, 3.200000000000000000e+01, 1.642829305699999875e-05, 3.500000000000000000e+01, 6.222132636585135670e-11, 6.779783496435603633e-11, 9.055009360476145759e-12, 8.223752786576470986e-12, 2.599186796698121239e-10, 1.187490517920436136e-10, 2.520382337473508760e-11, 2.729842856912941561e-11, 1.232466926936205841e-10, 3.453751742785913865e-11
8.996071718177250887e+01, 1.883190650225880347e+01, 8.052327666053174937e+01, 5.593669494610657884e-03, 1.368698726599999975e-05, 3.500000000000000000e+01, 2.172198936000000008e-05, 3.700000000000000000e+01, 5.352687297999999889e-06, nan, 4.239097494000000221e-06, 3.400000000000000000e+01, 6.743844386000000414e-06, 4.700000000000000000e+01, 6.456125865058438607e-11, 6.946055595660478306e-11, 8.926262114386218397e-11, 4.820723305209468435e-11, 2.679540499969974778e-10, 3.056515079982490045e-10, 2.243448268621614392e-10, 1.240082251572757706e-12, 1.935318043492641169e-12, 6.273756992983660580e-12
8.982845366877775461e+01, 2.077179055121366602e+01, 8.082350415396372512e+01, 6.618759987809856582e-03, 1.369258136799999932e-05, 3.500000000000000000e+01, 2.173224661000000037e-05, 3.700000000000000000e+01, 5.353675512000000197e-06, nan, 6.769680051000000331e-06, 3.400000000000000000e+01, 1.074458602500000003e-05, 3.800000000000000000e+01, 6.463621720342293458e-11, 6.953735087523109000e-11, 4.792656264492032346e-11, 8.690676542349683496e-12, 2.682575912122409726e-10, 2.238783980325050955e-10, 1.207286851311625560e-10, 2.005068854468602739e-12, 2.906191615917392133e-11, 1.579987750214088569e-11
9.216323594928068985e+01, 2.133652794943639108e+01, 7.963081816205755104e+01, 4.680562381282018960e-04, 1.344975308300000055e-05, 3.500000000000000000e+01, 2.120593180499999892e-05, 3.700000000000000000e+01, 5.303498123000000202e-06, nan, 1.313653113999999938e-05, 3.600000000000000000e+01, 2.063510597199999923e-05, 4.700000000000000000e+01, 6.015830836760553426e-11, 6.636146987332461705e-11, 9.810798557669598324e-14, 5.162929613946062962e-11, 2.528873970104080082e-10, 6.511522709230242984e-11, 3.258421316201435548e-13, 6.135640624541212042e-11, 2.350581992355183420e-10, 5.622862451110382712e-11
8.976062082242407314e+01, 2.109965959588711470e+01, 8.065526373072259503e+01, 5.438897922799918773e-03, 1.367985345399999917e-05, 3.500000000000000000e+01, 2.170421035899999879e-05, 3.700000000000000000e+01, 5.350995255999999830e-06, nan, 6.770276459999999949e-06, 3.400000000000000000e+01, 1.074572555499999994e-05, 3.800000000000000000e+01, 6.439030373882117680e-11, 6.936987888239178674e-11, 4.774225423601406462e-11, 8.609106527690149953e-12, 2.674276442049872315e-10, 2.230223816997012950e-10, 1.200883891994988931e-10, 2.014359136027689816e-12, 2.910311499894863086e-11, 1.580419550693631805e-11
9.064013152609759061e+01, 1.838304395568916405e+01, 7.997567387560106056e+01, 2.798601263531037223e-03, 1.362613929999999970e-05, 3.500000000000000000e+01, 2.159091658599999921e-05, 3.700000000000000000e+01, 5.340193863999999898e-06, nan, 1.074342799200000024e-05, 3.200000000000000000e+01, 1.685306537299999843e-05, 3.600000000000000000e+01, 6.343767721558151674e-11, 6.865689176836921530e-11, 8.310024485271068067e-12, 1.041305188060719344e-11, 2.640859889873270186e-10, 1.176680087969600661e-10, 2.244723411652557928e-11, 2.919493904198392623e-11, 1.325462103827438819e-10, 3.732766892731251871e-11
8.926196909079430952e+01, 2.027992459904323752e+01, 7.990184961035704703e+01, 9.255175653540064981e-03, 1.374030670900000006e-05, 3.500000000000000000e+01, 2.183926376199999905e-05, 3.800000000000000000e+01, 5.363640351999999614e-06, nan, 4.274544502000000184e-06, 3.600000000000000000e+01, 6.807205676999999968e-06, 4.700000000000000000e+01, 6.559310534633843406e-11, 7.016853925649565890e-11, 8.960065415946950940e-11, 4.806788991991946741e-11, 2.714461667481400416e-10, 3.085193626826148948e-10, 2.259627702708138633e-10, 1.186129770487221239e-12, 2.083880847542356622e-12, 6.414372627352379848e-12
9.091017890809258972e+01, 2.031721821519130344e+01, 8.078632796210897027e+01, 5.858265411603748134e-03, 1.366005528700000084e-05, 3.500000000000000000e+01, 2.166328470200000122e-05, 3.700000000000000000e+01, 5.347139784999999811e-06, nan, 1.235571527900000018e-05, 3.900000000000000000e+01, 1.950082532100000124e-05, 4.100000000000000000e+01, 6.405168106912124978e-11, 6.910456414339192440e-11, 1.701302856469441831e-12, 3.411459459007236749e-11, 2.662165849525449833e-10, 8.663084856396456906e-11, 4.676230574474903169e-12, 4.912013045509734876e-11, 2.003268142519756586e-10, 5.105259751228925853e-11
8.953358090326405261e+01, 1.905555374408174885e+01, 7.958995030679744787e+01, 6.703960512240922549e-03, 1.371739777500000024e-05, 3.500000000000000000e+01, 2.179083284299999877e-05, 3.800000000000000000e+01, 5.359018073999999982e-06, nan, 3.441975661999999842e-06, 3.800000000000000000e+01, 5.467095847999999900e-06, 4.900000000000000000e+01, 6.518035379721213518e-11, 6.986251122608885691e-11, 1.055842996003293981e-10, 6.806748188665991706e-11, 2.700045366027264775e-10, 3.366805598487352208e-10, 2.664643894819316554e-10, 3.675051609406778192e-12, 1.168080523279505789e-14, 4.101111767744674745e-12
8.998297958613855485e+01, 2.037915173555508019e+01, 8.225930895069085125e+01, 9.207724566730638794e-04, 1.353289819299999933e-05, 3.500000000000000000e+01, 2.138274955500000057e-05, 3.700000000000000000e+01, 5.320245559000000101e-06, nan, 8.793870667999999680e-06, 3.600000000000000000e+01, 1.393130892900000044e-05, 4.400000000000000000e+01, 6.162016640549327605e-11, 6.744766328674712113e-11, 2.245838188270762345e-11, 1.587311145600625762e-13, 2.580040346215159858e-10, 1.584798716315543767e-10, 5.552396740280327173e-11, 1.206607139787525947e-11, 7.415041236215576588e-11, 2.639327188558671121e-11
8.995774284833935042e+01, 1.904405499950722458e+01, 7.965401822430061429e+01, 7.567541500716179134e-03, 1.371581582899999975e-05, 3.500000000000000000e+01, 2.178550891799999872e-05, 3.700000000000000000e+01, 5.358771771999999931e-06, nan, 1.008070164899999942e-05, 3.400000000000000000e+01, 1.605947201100000121e-05, 4.200000000000000000e+01, 6.511994655065433888e-11, 6.984018537063901582e-11, 1.321405510163707478e-11, 5.492724299426823717e-12, 2.698376932637761116e-10, 1.370025132044352215e-10, 3.278749866032609566e-11, 2.229662176330522900e-11, 1.145049856049346892e-10, 3.574569504152963238e-11
8.953640402535390308e+01, 2.048148147377346362e+01, 7.845920298555537897e+01, 3.099267402805719936e-03, 1.366441416999999951e-05, 3.500000000000000000e+01, 2.167237869699999950e-05, 3.700000000000000000e+01, 5.347954124999999797e-06, nan, 1.112972975400000050e-05, 3.800000000000000000e+01, 1.751217633799999931e-05, 4.300000000000000000e+01, 6.412749586569033947e-11, 6.916350768008137684e-11, 6.424625088713256108e-12, 1.480527370149205984e-11, 2.664868376069173355e-10, 1.111474467353389925e-10, 1.730728366782916747e-11, 3.342892942409835323e-11, 1.479683020472425816e-10, 4.073562439761325493e-11
9.006326199420033163e+01, 2.015650653796537384e+01, 8.023218103620027364e+01, 1.218634391938826222e-02, 1.373936623599999919e-05, 3.500000000000000000e+01, 2.183579661799999960e-05, 3.700000000000000000e+01, 5.363591354999999860e-06, nan, -7.883625693999999606e-06, 0.000000000000000000e+00, -1.193321221399999999e-05, 0.000000000000000000e+00, 6.555218493057267327e-11, 7.015360485719055490e-11, 4.675537800048450955e-10, 6.590812842714043228e-10, 2.713335462264048138e-10, 8.832440625590033045e-10, 1.140345957495694039e-09, 1.754887595433162604e-10, 2.991794137045711829e-10, 1.639915098296571195e-11
8.940268393103463040e+01, 1.976207827026399144e+01, 7.857593909101747442e+01, 3.746731253445773156e-03, 1.368335130800000012e-05, 3.500000000000000000e+01, 2.171400787500000153e-05, 3.700000000000000000e+01, 5.351919421999999891e-06, nan, 4.711673809000000315e-06, 3.700000000000000000e+01, 7.509598376000000102e-06, 5.400000000000000000e+01, 6.449144489710024617e-11, 6.941275727105753968e-11, 8.049099714606287899e-11, 3.811522526537859443e-11, 2.677179385437959464e-10, 2.890793636918641774e-10, 2.017652492152814662e-10, 4.099144449657452295e-13, 4.655578468534535166e-12, 7.828381882622135810e-12
8.950668011663780987e+01, 1.945713852398328214e+01, 8.041605004626143227e+01, 8.899044187264310013e-03, 1.373047556600000060e-05, 3.500000000000000000e+01, 2.181839066700000116e-05, 3.800000000000000000e+01, 5.361646600000000105e-06, nan, 6.350006133999999782e-06, 3.600000000000000000e+01, 1.011083866799999991e-05, 4.600000000000000000e+01, 6.541437068098384441e-11, 7.003729826216064134e-11, 5.447132903668641510e-11, 1.310177127336306707e-11, 2.708244252867397975e-10, 2.392709200607536300e-10, 1.370667738092889186e-10, 9.768545684486964677e-13, 2.255482529875411337e-11, 1.414386134879286262e-11
8.884381756817808196e+01, 2.078119810170999315e+01, 8.149448454449137103e+01, 1.570466884730574138e-03, 1.360408446000000071e-05, 3.500000000000000000e+01, 2.153933104799999888e-05, 3.800000000000000000e+01, 5.334919885000000399e-06, nan, 9.696635392999999580e-06, 3.500000000000000000e+01, 1.537354551500000032e-05, 4.200000000000000000e+01, 6.296813841236561487e-11, 6.837908276843493109e-11, 1.526815821119917813e-11, 3.130992425161711747e-12, 2.625829411395589638e-10, 1.402494403769558666e-10, 3.801691123895207934e-11, 1.902456217272768994e-11, 1.007740045392929010e-10, 3.222730853326606543e-11
8.793001497498646302e+01, 2.042625873077810184e+01, 8.067690803503025165e+01, 1.082547472881956793e-03, 1.360644256099999957e-05, 3.500000000000000000e+01, 2.154402286699999994e-05, 3.800000000000000000e+01, 5.335315131999999811e-06, nan, 4.625485473000000151e-06, 3.800000000000000000e+01, 7.321335149000000024e-06, 4.400000000000000000e+01, 6.300518111419905701e-11, 6.841154894675613716e-11, 8.065759021649742660e-11, 3.950257518037733024e-11, 2.627222064386488565e-10, 2.862369075521762913e-10, 2.022848459237480524e-10, 5.038581447960557879e-13, 3.944275507924681133e-12, 7.267605475589304169e-12
8.936256297444776919e+01, 1.960272818567120368e+01, 7.986711942241304030e+01, 9.493608493356644334e-03, 1.374269046499999934e-05, 3.500000000000000000e+01, 2.184518378700000109e-05, 3.800000000000000000e+01, 5.364206750000000376e-06, nan, 2.928927174000000134e-06, 3.900000000000000000e+01, 4.644514124000000160e-06, 5.300000000000000000e+01, 6.565039803305462629e-11, 7.019898936252018028e-11, 1.169374765137791224e-10, 8.277681273193212747e-11, 2.716226040941213846e-10, 3.578247642488662267e-10, 2.958630368556485709e-10, 5.930586613282741202e-12, 5.179574759187762269e-13, 2.943238583010302621e-12
8.970220912059826901e+01, 1.969098703095287917e+01, 7.832399619367002686e+01, 2.843380090995018764e-03, 1.365829772000000036e-05, 3.500000000000000000e+01, 2.166902653200000135e-05, 3.800000000000000000e+01, 5.346774399999999668e-06, nan, 4.713373626999999782e-06, 3.800000000000000000e+01, 7.500286256999999594e-06, 5.300000000000000000e+01, 6.417177609940694785e-11, 6.908141989890383487e-11, 8.001166702953190164e-11, 3.792110517843940952e-11, 2.664159146605785816e-10, 2.874941654348350454e-10, 2.007532009804071264e-10, 4.011965392369973634e-13, 4.637613318239587722e-12, 7.766882007253515352e-12
9.115233156478312537e+01, 2.107961859203681954e+01, 7.918663574079579348e+01, 2.622361265257577324e-03, 1.360550158499999972e-05, 3.500000000000000000e+01, 2.154517567199999898e-05, 3.700000000000000000e+01, 5.335882215999999885e-06, nan, 8.298454711000000821e-06, 4.400000000000000000e+01, 1.313493760599999964e-05, 6.400000000000000000e+01, 6.303842460777926988e-11, 6.838660450813995847e-11, 2.816474652283316033e-11, 2.214304583323125182e-13, 2.627411943427244183e-10, 1.754756162185967203e-10, 7.073210432679540517e-11, 8.776835788130530117e-12, 6.082526497628805199e-11, 2.339156679362757103e-11
8.853357567219748603e+01, 2.052106487645275834e+01, 7.942421203018693632e+01, 3.205422198008781552e-03, 1.368237993599999971e-05, 3.500000000000000000e+01, 2.171178333500000044e-05, 3.800000000000000000e+01, 5.351410549999999646e-06, nan, 5.086247663999999791e-06, 4.400000000000000000e+01, 8.017887119000000314e-06, 5.300000000000000000e+01, 6.447131894387276158e-11, 6.940505091046920366e-11, 7.389349003771988952e-11, 3.208647887384459001e-11, 2.676617976641687042e-10, 2.764084363476934091e-10, 1.875227935745791106e-10, 7.031135611184891584e-14, 7.110097293026015035e-12, 8.594509894112700562e-12
9.014195316332077823e+01, 1.968067158285490592e+01, 8.069153875107018337e+01, 9.406015569042230212e-03, 1.371638070300000049e-05, 3.500000000000000000e+01, 2.178570066800000163e-05, 3.700000000000000000e+01, 5.358796502999999963e-06, nan, 4.828827430000000016e-06, 3.300000000000000000e+01, 7.669457349999999666e-06, 4.000000000000000000e+01, 6.511392469754761868e-11, 6.984921366008965173e-11, 7.898860318041302056e-11, 3.656528203705677360e-11, 2.698431804460943386e-10, 2.875355500096006715e-10, 1.992683254129797013e-10, 2.808672183364792687e-13, 5.339153549858756036e-12, 8.069178342399203768e-12
9.069474914365601137e+01, 1.927440262153641726e+01, 7.861663604460494525e+01, 2.945085350923666058e-03, 1.363657085400000038e-05, 3.500000000000000000e+01, 2.161419905899999975e-05, 3.700000000000000000e+01, 5.342445034999999868e-06, nan, 8.822490276999999162e-06, 3.600000000000000000e+01, 1.395772970400000039e-05, 4.100000000000000000e+01, 6.364255177721151572e-11, 6.879252310140240875e-11, 2.317537180184866613e-11, 1.031430069333225080e-13, 2.647699790175601927e-10, 1.636278135634959373e-10, 5.862152298405411028e-11, 1.211071488636683384e-11, 7.422312992790642809e-11, 2.637068397261529963e-11
8.841706160266491565e+01, 2.061037937910720430e+01, 7.881114074221596866e+01, 1.485594095803752322e-03, 1.363318882700000042e-05, 3.500000000000000000e+01, 2.160454848300000021e-05, 3.800000000000000000e+01, 5.341156077999999912e-06, nan, 5.794381179000000395e-06, 4.600000000000000000e+01, 9.124365106999999996e-06, 5.400000000000000000e+01, 6.354257476530443374e-11, 6.875780711048850251e-11, 6.144690534234330978e-11, 2.032949133803464303e-11, 2.644979325190116702e-10, 2.499613901804706179e-10, 1.557549770985867740e-10, 2.054129921764606333e-13, 1.431267055710712346e-11, 1.108879296073830698e-11
8.949318364570130768e+01, 1.940368596154949188e+01, 7.994743270373045618e+01, 9.336345520547647756e-03, 1.373846049999999928e-05, 3.500000000000000000e+01, 2.183623258000000027e-05, 3.800000000000000000e+01, 5.363356394999999659e-06, nan, 3.445850304000000053e-06, 3.800000000000000000e+01, 5.475237312000000359e-06, 4.900000000000000000e+01, 6.557391265962753692e-11, 7.014236876958783908e-11, 1.059378246468031482e-10, 6.828085745470085254e-11, 2.713556498063402068e-10, 3.382061602574149563e-10, 2.676821661595183398e-10, 3.676829609022098489e-12, 1.251733958876104589e-14, 4.118411628239193383e-12
8.806372019415348973e+01, 2.018877859679382780e+01, 8.052389102383421005e+01, 1.668595593090912684e-03, 1.363739363699999976e-05, 3.500000000000000000e+01, 2.161215958900000020e-05, 3.800000000000000000e+01, 5.341838708999999957e-06, nan, 1.059983322599999975e-05, 3.500000000000000000e+01, 1.680459287499999968e-05, 4.000000000000000000e+01, 6.359689198917846899e-11, 6.881623156346508388e-11, 9.226773250474488380e-12, 1.003115101318777958e-11, 2.647233415381639401e-10, 1.212713319252248161e-10, 2.311269770956076167e-11, 2.764650634080206240e-11, 1.313947330701503540e-10, 3.849904230185859973e-11
